stage,kill_advantage,team_advantage,enemy_hero_0,enemy_hero_1,enemy_hero_2,enemy_hero_3,enemy_hero_4,ally_hero_0,ally_hero_1,ally_hero_2,ally_hero_3,enemy_wr_0,enemy_wr_1,enemy_wr_2,enemy_wr_3,enemy_wr_4,ally_wr_0,ally_wr_1,ally_wr_2,ally_wr_3,item_37,item_40,item_96,item_98,item_100,item_102,item_104,item_119,item_127,item_139,item_152,item_156,item_160,item_176,item_204,item_206,item_208,item_210,item_249,item_250,item_254,item_267,item_598,item_610,item_911,item_1107,item_1466,item_1806,item_1808,target_item_0,target_item_1,target_item_2,target_item_3,target_item_4,target_item_5,target_item_6,target_item_7,target_item_8
2,1.1,-0.00960528641968228,14,109,64,30,52,3,93,131,108,0.557,0.593,0.501,0.523,0.524,0.489,0.508,0.535,0.595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,63,75,108,147,170,174,1097
3,1.5,-0.00960528641968228,14,109,64,30,52,3,93,131,108,0.557,0.593,0.501,0.523,0.524,0.489,0.508,0.535,0.595,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,63,75,108,139,147,1097,0,0
0,0.6666666666666666,-0.09743296246256872,27,107,114,97,19,87,109,45,104,0.538,0.592,0.515,0.542,0.536,0.542,0.586,0.5,0.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,20,29,42,73,75,0,0
1,0.8,-0.09743296246256872,27,107,114,97,19,87,109,45,104,0.538,0.592,0.515,0.542,0.536,0.542,0.586,0.5,0.572,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,16,29,63,73,75,174,0
2,1.1,-0.09743296246256872,27,107,114,97,19,87,109,45,104,0.538,0.592,0.515,0.542,0.536,0.542,0.586,0.5,0.572,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,16,63,73,75,108,139,147
0,-0.16666666666666666,0.1349692062544685,19,21,53,69,39,9,75,60,48,0.536,0.542,0.587,0.588,0.572,0.563,0.525,0.552,0.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,29,42,63,0,0,0,0
1,0.4,0.1349692062544685,19,21,53,69,39,9,75,60,48,0.536,0.542,0.587,0.588,0.572,0.563,0.525,0.552,0.507,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,16,38,48,63,174,0,0
2,0.375,0.1349692062544685,19,21,53,69,39,9,75,60,48,0.536,0.542,0.587,0.588,0.572,0.563,0.525,0.552,0.507,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,11,16,63,108,174,1097,0,0
0,0.5,-0.05853387316290215,56,27,109,14,10,86,41,5,53,0.585,0.538,0.593,0.557,0.552,0.539,0.486,0.502,0.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,20,29,42,0,0,0,0
1,0.2,-0.05853387316290215,56,27,109,14,10,86,41,5,53,0.585,0.538,0.593,0.557,0.552,0.539,0.486,0.502,0.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,20,40,63,174,0,0,0
2,2.1,-0.05853387316290215,56,27,109,14,10,86,41,5,53,0.585,0.538,0.593,0.557,0.552,0.539,0.486,0.502,0.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20,63,108,174,0,0,0,0
0,0.16666666666666666,0.025491029392185283,30,129,136,91,39,68,29,41,86,0.523,0.585,0.576,0.505,0.572,0.573,0.557,0.486,0.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,20,29,63,0,0,0,0
1,-0.8,0.025491029392185283,30,129,136,91,39,68,29,41,86,0.523,0.585,0.576,0.505,0.572,0.573,0.557,0.486,0.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11,20,38,42,63,174,0,0
2,0.7,0.025491029392185283,30,129,136,91,39,68,29,41,86,0.523,0.585,0.576,0.505,0.572,0.573,0.557,0.486,0.539,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,11,20,38,63,108,174,0,0
3,0.8,0.025491029392185283,30,129,136,91,39,68,29,41,86,0.523,0.585,0.576,0.505,0.572,0.573,0.557,0.486,0.539,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,20,32,63,108,139,174,1097,0
0,0.3333333333333333,0.1879352402897636,40,81,20,53,85,14,27,93,2,0.567,0.576,0.536,0.587,0.515,0.53,0.586,0.508,0.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,16,20,25,29,42,63,75
1,0.9,0.1879352402897636,40,81,20,53,85,14,27,93,2,0.567,0.576,0.536,0.587,0.515,0.53,0.586,0.508,0.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,16,63,75,174,0,0,0
2,0.9,0.1879352402897636,40,81,20,53,85,14,27,93,2,0.567,0.576,0.536,0.587,0.515,0.53,0.586,0.508,0.559,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,63,75,108,174,0,0,0
3,0.3,0.1879352402897636,40,81,20,53,85,14,27,93,2,0.567,0.576,0.536,0.587,0.515,0.53,0.586,0.508,0.559,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,11,63,75,108,160,174,1575,0
4,0.625,0.1879352402897636,40,81,20,53,85,14,27,93,2,0.567,0.576,0.536,0.587,0.515,0.53,0.586,0.508,0.559,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,11,63,96,108,160,174,0,0
0,0.0,0.12100708098606328,44,79,87,56,36,32,93,27,39,0.587,0.6,0.448,0.585,0.507,0.557,0.508,0.586,0.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,20,29,42,63,0,0,0
1,0.7,0.12100708098606328,44,79,87,56,36,32,93,27,39,0.587,0.6,0.448,0.585,0.507,0.557,0.508,0.586,0.482,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,16,20,63,174,236,0,0
2,0.8,0.12100708098606328,44,79,87,56,36,32,93,27,39,0.587,0.6,0.448,0.585,0.507,0.557,0.508,0.586,0.482,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,20,31,63,108,174,236,254
3,1.1666666666666667,0.12100708098606328,44,79,87,56,36,32,93,27,39,0.587,0.6,0.448,0.585,0.507,0.557,0.508,0.586,0.482,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,63,108,236,254,603,1097,0,0
0,0.0,-0.09451245259052765,93,31,17,85,129,19,91,8,35,0.544,0.504,0.605,0.515,0.585,0.507,0.559,0.564,0.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,29,42,63,0,0,0,0
1,0.5,-0.09451245259052765,93,31,17,85,129,19,91,8,35,0.544,0.504,0.605,0.515,0.585,0.507,0.559,0.564,0.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,42,63,108,174,0,0,0
2,0.2,-0.09451245259052765,93,31,17,85,129,19,91,8,35,0.544,0.504,0.605,0.515,0.585,0.507,0.559,0.564,0.505,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,63,108,160,174,1575,0,0
3,1.4,-0.09451245259052765,93,31,17,85,129,19,91,8,35,0.544,0.504,0.605,0.515,0.585,0.507,0.559,0.564,0.505,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,63,108,160,174,0,0,0
0,0.3333333333333333,0.07582633096533664,74,121,129,109,84,63,70,85,78,0.581,0.55,0.585,0.593,0.579,0.56,0.534,0.548,0.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,16,20,42,63,0,0,0
1,0.7,0.07582633096533664,74,121,129,109,84,63,70,85,78,0.581,0.55,0.585,0.593,0.579,0.56,0.534,0.548,0.534,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,14,16,20,38,42,63,75
2,1.2,0.07582633096533664,74,121,129,109,84,63,70,85,78,0.581,0.55,0.585,0.593,0.579,0.56,0.534,0.548,0.534,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,63,75,108,174,1097,0,0
3,3.5,0.07582633096533664,74,121,129,109,84,63,70,85,78,0.581,0.55,0.585,0.593,0.579,0.56,0.534,0.548,0.534,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,63,75,102,108,263,603,1097,0
0,0.16666666666666666,0.17722964321925128,64,8,120,55,27,19,53,37,60,0.501,0.509,0.56,0.52,0.538,0.507,0.528,0.595,0.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,16,20,29,42,63,75,0
1,-0.3,0.17722964321925128,64,8,120,55,27,19,53,37,60,0.501,0.509,0.56,0.52,0.538,0.507,0.528,0.595,0.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,16,63,75,174,0,0,0,0
2,0.6,0.17722964321925128,64,8,120,55,27,19,53,37,60,0.501,0.509,0.56,0.52,0.538,0.507,0.528,0.595,0.552,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,16,63,75,108,174,1097,0,0
3,0.4444444444444444,0.17722964321925128,64,8,120,55,27,19,53,37,60,0.501,0.509,0.56,0.52,0.538,0.507,0.528,0.595,0.552,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,16,63,75,108,603,1097,0,0
0,-0.8333333333333334,-0.031041638078055822,14,39,102,17,93,97,15,84,71,0.557,0.572,0.481,0.605,0.544,0.535,0.504,0.547,0.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,16,20,25,63,75,0,0
1,0.7,-0.031041638078055822,14,39,102,17,93,97,15,84,71,0.557,0.572,0.481,0.605,0.544,0.535,0.504,0.547,0.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,38,63,75,174,0,0,0
2,0.3,-0.031041638078055822,14,39,102,17,93,97,15,84,71,0.557,0.572,0.481,0.605,0.544,0.535,0.504,0.547,0.558,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,63,75,108,174,1097,0,0
3,1.5,-0.031041638078055822,14,39,102,17,93,97,15,84,71,0.557,0.572,0.481,0.605,0.544,0.535,0.504,0.547,0.558,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,63,75,96,108,1097,0,0
0,0.5,0.0016076429992168961,14,86,123,63,36,27,81,9,53,0.557,0.56,0.581,0.54,0.507,0.586,0.539,0.563,0.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,25,29,39,42,63,237,0
1,-0.3,0.0016076429992168961,14,86,123,63,36,27,81,9,53,0.557,0.56,0.581,0.54,0.507,0.586,0.539,0.563,0.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,38,42,63,174,0,0,0
2,1.3,0.0016076429992168961,14,86,123,63,36,27,81,9,53,0.557,0.56,0.581,0.54,0.507,0.586,0.539,0.563,0.528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,20,63,108,174,0,0,0,0
3,1.5714285714285714,0.0016076429992168961,14,86,123,63,36,27,81,9,53,0.557,0.56,0.581,0.54,0.507,0.586,0.539,0.563,0.528,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,20,63,108,160,174,0,0,0
0,0.0,-0.03620958122356255,15,75,68,106,67,63,29,93,110,0.565,0.527,0.47,0.59,0.584,0.56,0.557,0.508,0.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,20,29,42,63,75,0,0
1,0.8,-0.03620958122356255,15,75,68,106,67,63,29,93,110,0.565,0.527,0.47,0.59,0.584,0.56,0.557,0.508,0.592,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,39,63,75,174,216,0,0
2,0.8,-0.03620958122356255,15,75,68,106,67,63,29,93,110,0.565,0.527,0.47,0.59,0.584,0.56,0.557,0.508,0.592,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,39,63,75,108,174,0,0,0
3,1.3333333333333333,-0.03620958122356255,15,75,68,106,67,63,29,93,110,0.565,0.527,0.47,0.59,0.584,0.56,0.557,0.508,0.592,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,63,75,108,168,1097,0,0,0
0,-0.3333333333333333,0.12894287343250932,109,2,131,62,14,27,112,7,10,0.593,0.522,0.513,0.55,0.557,0.586,0.586,0.541,0.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,42,63,0,0,0,0,0
1,0.5,0.12894287343250932,109,2,131,62,14,27,112,7,10,0.593,0.522,0.513,0.55,0.557,0.586,0.586,0.541,0.497,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,63,174,0,0,0,0,0
2,-0.1,0.12894287343250932,109,2,131,62,14,27,112,7,10,0.593,0.522,0.513,0.55,0.557,0.586,0.586,0.541,0.497,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,16,63,108,174,1097,1575,0,0
3,1.8571428571428572,0.12894287343250932,109,2,131,62,14,27,112,7,10,0.593,0.522,0.513,0.55,0.557,0.586,0.586,0.541,0.497,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16,63,108,160,1097,0,0,0
0,0.5,0.022737338034841237,129,19,35,97,102,75,2,109,52,0.585,0.536,0.605,0.542,0.481,0.525,0.559,0.586,0.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,20,29,42,63,75,0,0
1,-0.3,0.022737338034841237,129,19,35,97,102,75,2,109,52,0.585,0.536,0.605,0.542,0.481,0.525,0.559,0.586,0.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,20,38,63,75,236,0,0
2,0.1,0.022737338034841237,129,19,35,97,102,75,2,109,52,0.585,0.536,0.605,0.542,0.481,0.525,0.559,0.586,0.535,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,75,108,174,236,0,0,0
3,0.3,0.022737338034841237,129,19,35,97,102,75,2,109,52,0.585,0.536,0.605,0.542,0.481,0.525,0.559,0.586,0.535,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,75,108,174,236,603,1097,0
4,0.2,0.022737338034841237,129,19,35,97,102,75,2,109,52,0.585,0.536,0.605,0.542,0.481,0.525,0.559,0.586,0.535,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63,75,96,108,160,236,603,1097,0
5,0.0,0.022737338034841237,129,19,35,97,102,75,2,109,52,0.585,0.536,0.605,0.542,0.481,0.525,0.559,0.586,0.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.16666666666666666,0.19031407672269518,12,30,27,53,97,93,70,111,51,0.57,0.523,0.538,0.587,0.542,0.508,0.534,0.575,0.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,20,0,0,0,0,0,0
1,0.5,0.19031407672269518,12,30,27,53,97,93,70,111,51,0.57,0.523,0.538,0.587,0.542,0.508,0.534,0.575,0.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,16,20,29,42,63,174,0,0
2,1.0,0.19031407672269518,12,30,27,53,97,93,70,111,51,0.57,0.523,0.538,0.587,0.542,0.508,0.534,0.575,0.546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,20,63,108,174,1097,0,0
3,1.0,0.19031407672269518,12,30,27,53,97,93,70,111,51,0.57,0.523,0.538,0.587,0.542,0.508,0.534,0.575,0.546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,108,603,1097,0,0,0,0,0
0,0.16666666666666666,-0.04555484051327818,44,34,37,62,14,75,64,45,49,0.587,0.517,0.498,0.55,0.557,0.525,0.551,0.5,0.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,16,20,29,42,63,75,237
1,1.5,-0.04555484051327818,44,34,37,62,14,75,64,45,49,0.587,0.517,0.498,0.55,0.557,0.525,0.551,0.5,0.503,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,63,75,108,174,0,0,0
2,1.0,-0.04555484051327818,44,34,37,62,14,75,64,45,49,0.587,0.517,0.498,0.55,0.557,0.525,0.551,0.5,0.503,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,63,75,108,112,143,174,0,0
3,1.5,-0.04555484051327818,44,34,37,62,14,75,64,45,49,0.587,0.517,0.498,0.55,0.557,0.525,0.551,0.5,0.503,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,63,108,112,174,208,0,0,0
0,0.6666666666666666,0.20145865023309995,21,128,97,86,19,29,70,5,62,0.542,0.53,0.542,0.56,0.536,0.557,0.534,0.502,0.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,16,20,29,38,42,63,75
1,-0.1,0.20145865023309995,21,128,97,86,19,29,70,5,62,0.542,0.53,0.542,0.56,0.536,0.557,0.534,0.502,0.574,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,38,42,63,75,174,0,0
2,0.5,0.20145865023309995,21,128,97,86,19,29,70,5,62,0.542,0.53,0.542,0.56,0.536,0.557,0.534,0.502,0.574,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,63,75,108,174,1097,0,0
3,0.4,0.20145865023309995,21,128,97,86,19,29,70,5,62,0.542,0.53,0.542,0.56,0.536,0.557,0.534,0.502,0.574,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,63,75,108,160,1097,0,0
4,1.75,0.20145865023309995,21,128,97,86,19,29,70,5,62,0.542,0.53,0.542,0.56,0.536,0.557,0.534,0.502,0.574,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,75,108,160,1097,0,0,0
0,-0.3333333333333333,-0.14541252898291024,53,106,102,62,67,105,10,63,108,0.587,0.59,0.481,0.55,0.584,0.475,0.497,0.56,0.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,16,20,42,63,1123,0,0
1,0.3,-0.14541252898291024,53,106,102,62,67,105,10,63,108,0.587,0.59,0.481,0.55,0.584,0.475,0.497,0.56,0.595,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,14,16,20,63,174,0,0
2,-0.1,-0.14541252898291024,53,106,102,62,67,105,10,63,108,0.587,0.59,0.481,0.55,0.584,0.475,0.497,0.56,0.595,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14,16,20,63,75,108,174,1097
3,1.0,-0.14541252898291024,53,106,102,62,67,105,10,63,108,0.587,0.59,0.481,0.55,0.584,0.475,0.497,0.56,0.595,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,63,75,108,160,1097,0,0,0
0,0.8333333333333334,-0.07235808545208311,110,94,74,129,68,9,60,121,53,0.569,0.519,0.581,0.585,0.47,0.563,0.552,0.545,0.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,16,20,29,42,63,75,1123
1,1.6,-0.07235808545208311,110,94,74,129,68,9,60,121,53,0.569,0.519,0.581,0.585,0.47,0.563,0.552,0.545,0.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,42,63,75,170,236,0,0
2,0.0,-0.07235808545208311,110,94,74,129,68,9,60,121,53,0.569,0.519,0.581,0.585,0.47,0.563,0.552,0.545,0.528,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,63,75,108,147,236,0,0,0
3,0.8333333333333334,-0.07235808545208311,110,94,74,129,68,9,60,121,53,0.569,0.519,0.581,0.585,0.47,0.563,0.552,0.545,0.528,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,63,75,108,147,236,0,0,0
0,0.16666666666666666,-0.22825217746315474,104,52,67,26,75,49,93,50,131,0.488,0.524,0.584,0.539,0.527,0.503,0.508,0.577,0.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,16,20,29,42,63,75,1123
1,0.8,-0.22825217746315474,104,52,67,26,75,49,93,50,131,0.488,0.524,0.584,0.539,0.527,0.503,0.508,0.577,0.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,63,75,174,236,1123,0,0
2,1.75,-0.22825217746315474,104,52,67,26,75,49,93,50,131,0.488,0.524,0.584,0.539,0.527,0.503,0.508,0.577,0.535,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,75,108,174,236,1097,0,0,0
0,0.5,0.12492356008481087,9,14,109,17,2,25,37,44,129,0.502,0.557,0.593,0.605,0.522,0.43,0.595,0.483,0.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,14,20,29,39,42,63,73
1,-0.1,0.12492356008481087,9,14,109,17,2,25,37,44,129,0.502,0.557,0.593,0.605,0.522,0.43,0.595,0.483,0.509,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,39,63,73,75,174,236,0
2,0.4,0.12492356008481087,9,14,109,17,2,25,37,44,129,0.502,0.557,0.593,0.605,0.522,0.43,0.595,0.483,0.509,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,63,73,75,108,174,236,0
3,0.4,0.12492356008481087,9,14,109,17,2,25,37,44,129,0.502,0.557,0.593,0.605,0.522,0.43,0.595,0.483,0.509,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,73,75,96,108,174,236,1097
4,-0.2,0.12492356008481087,9,14,109,17,2,25,37,44,129,0.502,0.557,0.593,0.605,0.522,0.43,0.595,0.483,0.509,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,63,96,236,1097,0,0,0,0
5,3.0,0.12492356008481087,9,14,109,17,2,25,37,44,129,0.502,0.557,0.593,0.605,0.522,0.43,0.595,0.483,0.509,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0,-0.06009398985734249,86,74,2,1,13,114,138,129,84,0.56,0.581,0.522,0.64,0.54,0.485,0.531,0.509,0.547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,16,20,29,42,63,0,0
1,0.0,-0.06009398985734249,86,74,2,1,13,114,138,129,84,0.56,0.581,0.522,0.64,0.54,0.485,0.531,0.509,0.547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,14,20,42,63,174,0,0
2,1.4,-0.06009398985734249,86,74,2,1,13,114,138,129,84,0.56,0.581,0.522,0.64,0.54,0.485,0.531,0.509,0.547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,14,20,63,108,174,236,1097
3,1.125,-0.06009398985734249,86,74,2,1,13,114,138,129,84,0.56,0.581,0.522,0.64,0.54,0.485,0.531,0.509,0.547,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,20,63,108,143,208,236,1097
